"","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE"
"11698",8,1,9411,2959,39.877315,-105.029995
"11699",8,1,9501,3156,39.830161,-105.017362
"11700",8,1,9502,3633,39.821662,-105.015699
"11701",8,1,9553,2959,39.824663,-104.99949
"11702",8,1,9603,5921,39.843305,-105.047533
"11703",8,1,9604,4569,39.831673,-105.039649
"11704",8,1,9606,2794,39.817935,-105.029506
"11705",8,1,9607,4931,39.820459,-105.042774
"11706",8,1,9608,2849,39.812324,-105.048605
"11707",8,1,9751,3626,39.794849,-105.039766
"11708",8,1,9752,3061,39.796059,-105.01458
"11709",8,1,15000,2495,39.838133,-104.957492
"11710",8,1,60000,4747,39.964965,-104.969777
"11711",8,1,60100,6170,39.939254,-105.006879
"11712",8,1,60200,3681,39.920247,-104.995408
"11713",8,1,61200,1294,39.994569,-104.962511
"11714",8,1,988700,0,39.835312,-104.840933
"11715",8,3,960000,1775,37.596297,-105.8302
"11716",8,3,960100,2532,37.463158,-105.92105
"11717",8,3,960200,6342,37.476384,-105.874285
"11718",8,3,960300,4796,37.460514,-105.875412
"11719",8,5,4951,1883,39.697627,-104.93078
"11720",8,5,4952,2301,39.702222,-104.933536
"11721",8,5,5551,3224,39.662598,-105.018786
"11722",8,5,5552,2414,39.648831,-105.029361
"11723",8,5,5553,3594,39.632873,-105.027419
"11724",8,5,5611,4747,39.601003,-104.974686
"11725",8,5,5612,3616,39.616959,-104.976883
"11726",8,5,5614,3146,39.602525,-104.950701
"11727",8,5,5619,4574,39.618626,-105.03911
"11728",8,5,5620,2539,39.619811,-105.024771
"11729",8,5,5621,2899,39.598908,-105.048488
"11730",8,5,5622,2326,39.59093,-105.041471
"11731",8,5,5623,3547,39.589866,-105.017314
"11732",8,5,5624,2106,39.586705,-104.996849
"11733",8,5,5625,2899,39.588815,-104.981297
"11734",8,5,5626,3210,39.587715,-104.967484
"11735",8,5,5627,4271,39.587417,-104.950714
"11736",8,5,5628,5609,39.588227,-104.931397
"11737",8,5,5629,2215,39.573749,-104.929614
"11738",8,5,5630,5322,39.572886,-104.95141
"11739",8,5,5631,3028,39.573339,-104.967102
"11740",8,5,5632,3189,39.572806,-104.978175
"11741",8,5,5633,3002,39.577895,-105.001975
"11742",8,5,5634,2959,39.573556,-105.019066
"11743",8,5,5635,4789,39.602444,-104.931749
"11744",8,5,5636,1825,39.615998,-104.935337
"11745",8,5,5700,3593,39.65935,-104.99547
"11746",8,5,5800,2391,39.663721,-104.978764
"11747",8,5,5951,4032,39.655558,-104.978777
"11748",8,5,5952,3091,39.656154,-104.966435
"11749",8,5,6000,2693,39.647069,-104.992826
"11750",8,5,6100,2672,39.645433,-104.982628
"11751",8,5,6200,2864,39.637726,-104.995171
"11752",8,5,6300,2621,39.631698,-104.983062
"11753",8,5,6400,2975,39.628314,-104.995195
"11754",8,5,6501,1678,39.614834,-105.016402
"11755",8,5,6502,3171,39.608422,-105.010847
"11756",8,5,6601,5610,39.618673,-104.995986
"11757",8,5,6603,3210,39.596298,-104.996644
"11758",8,5,6604,3761,39.608692,-104.997417
"11759",8,5,6704,4239,39.639622,-104.935442
"11760",8,5,6705,1748,39.634329,-104.969825
"11761",8,5,6706,4720,39.588931,-104.912724
"11762",8,5,6707,4530,39.586809,-104.894582
"11763",8,5,6708,4979,39.573396,-104.91314
"11764",8,5,6709,4882,39.57365,-104.894058
"11765",8,5,6711,3869,39.60188,-104.913236
"11766",8,5,6712,1219,39.616541,-104.912458
"11767",8,5,6713,1209,39.598927,-104.901492
"11768",8,5,6808,5475,39.615864,-104.86396
"11769",8,5,6815,4057,39.599369,-104.871865
"11770",8,5,6854,2383,39.636764,-104.876361
"11771",8,5,6855,5097,39.60378,-104.851496
"11772",8,5,6856,7648,39.577954,-104.821933
"11773",8,5,6857,2158,39.610881,-104.880869
"11774",8,5,6858,4143,39.612481,-104.887712
"11775",8,5,7101,5107,39.674767,-104.250334
"11776",8,5,7103,1585,39.692402,-104.524851
"11777",8,5,7104,4958,39.696631,-104.724187
"11778",8,5,7105,3103,39.725471,-104.694432
"11779",8,5,7106,4294,39.621018,-104.694789
"11780",8,5,7107,4430,39.595228,-104.685623
"11781",8,5,7201,3589,39.723868,-104.870996
"11782",8,5,7202,3915,39.732982,-104.875797
"11783",8,5,7301,2548,39.7376,-104.837507
"11784",8,5,7302,4927,39.738284,-104.864594
"11785",8,5,7400,4992,39.730703,-104.857956
"11786",8,5,7500,2458,39.733355,-104.839717
"11787",8,5,7600,3256,39.729886,-104.833301
"11788",8,5,7702,4168,39.721378,-104.83386
"11789",8,5,7703,4075,39.719202,-104.859219
"11790",8,5,7704,4797,39.715238,-104.851809
"11791",8,5,15100,2521,39.667475,-104.921254
"11792",8,5,80000,3437,39.707419,-104.856167
"11793",8,5,80100,4277,39.700048,-104.856219
"11794",8,5,80200,5086,39.688549,-104.856175
"11795",8,5,80300,5701,39.675671,-104.85375
"11796",8,5,80400,4500,39.66428,-104.845941
"11797",8,5,80500,3059,39.671802,-104.837631
"11798",8,5,80600,3730,39.678378,-104.837838
"11799",8,5,80700,5545,39.691416,-104.839148
"11800",8,5,80800,2661,39.70023,-104.841083
"11801",8,5,80900,3977,39.70682,-104.837818
"11802",8,5,81000,5450,39.718381,-104.817495
"11803",8,5,81100,5376,39.699346,-104.817959
"11804",8,5,81200,4462,39.688597,-104.82312
"11805",8,5,81300,3119,39.689797,-104.814251
"11806",8,5,81400,4171,39.675027,-104.817843
"11807",8,5,81500,3039,39.663307,-104.828073
"11808",8,5,81600,4859,39.659244,-104.809429
"11809",8,5,81700,2782,39.622786,-104.800444
"11810",8,5,81800,5421,39.732624,-104.818161
"11811",8,5,81900,6332,39.733636,-104.800918
"11812",8,5,82000,3797,39.713059,-104.801939
"11813",8,5,82100,6750,39.701671,-104.802946
"11814",8,5,82200,5627,39.690946,-104.800198
"11815",8,5,82300,3636,39.680208,-104.803944
"11816",8,5,82400,4265,39.673769,-104.799075
"11817",8,5,82500,2310,39.661233,-104.795667
"11818",8,5,82600,5059,39.701096,-104.780502
"11819",8,5,82700,3499,39.691142,-104.785201
"11820",8,5,82800,5030,39.686014,-104.779333
"11821",8,5,82900,4522,39.688613,-104.764834
"11822",8,5,83000,3245,39.66115,-104.74757
"11823",8,5,83100,6739,39.674531,-104.763191
"11824",8,5,83200,8692,39.64557,-104.740229
"11825",8,5,83300,4399,39.662295,-104.780213
"11826",8,5,83400,6685,39.660921,-104.762568
"11827",8,5,83500,5274,39.673993,-104.782095
"11828",8,5,83600,3661,39.633967,-104.82252
"11829",8,5,83700,4356,39.622562,-104.817249
"11830",8,5,83800,2842,39.645758,-104.813311
"11831",8,5,83900,2853,39.643252,-104.82356
"11832",8,5,84000,2327,39.646904,-104.794374
"11833",8,5,84100,4435,39.648382,-104.781559
"11834",8,5,84200,3548,39.641682,-104.779807
"11835",8,5,84300,3456,39.648385,-104.764462
"11836",8,5,84400,3143,39.643863,-104.758431
"11837",8,5,84500,2708,39.656206,-104.783761
"11838",8,5,84600,5196,39.634743,-104.804414
"11839",8,5,84700,4665,39.644941,-104.803016
"11840",8,5,84800,3444,39.62749,-104.766137
"11841",8,5,84900,3066,39.615346,-104.801946
"11842",8,5,85000,1805,39.606274,-104.80399
"11843",8,5,85100,6698,39.603188,-104.778661
"11844",8,5,85200,2809,39.601934,-104.750418
"11845",8,5,85300,2284,39.597386,-104.725636
"11846",8,5,85400,4320,39.620377,-104.765649
"11847",8,5,85500,5316,39.616088,-104.782779
"11848",8,5,85600,3203,39.611663,-104.765637
"11849",8,5,85700,4611,39.629511,-104.785003
"11850",8,5,85800,1706,39.634945,-104.765051
"11851",8,5,85900,3248,39.632015,-104.750405
"11852",8,5,86000,7684,39.614518,-104.724393
"11853",8,5,86100,4784,39.610585,-104.734524
"11854",8,5,86200,5814,39.619352,-104.74746
"11855",8,5,86300,3696,39.58509,-104.797689
"11856",8,5,86400,1980,39.583326,-104.764076
"11857",8,5,86500,4632,39.588075,-104.730572
"11858",8,5,86600,4075,39.576735,-104.718686
"11859",8,5,86700,3611,39.585661,-104.697451
"11860",8,5,86800,6106,39.69317,-104.890316
"11861",8,5,86900,2823,39.686686,-104.881436
"11862",8,5,87000,4550,39.691036,-104.871335
"11863",8,5,87100,2505,39.681415,-104.872188
"11864",8,5,87200,3768,39.678935,-104.892113
"11865",8,5,87300,7087,39.669765,-104.894542
"11866",8,7,940400,1188,37.096968,-107.266759
"11867",8,7,974200,5349,37.27224,-107.100054
"11868",8,7,974300,3487,37.225659,-107.060243
"11869",8,7,974400,2060,37.263558,-106.982952
"11870",8,9,964600,1738,37.323862,-102.436508
"11871",8,9,964700,2050,37.405828,-102.603968
"11872",8,11,966700,6499,38.072386,-103.1631
"11873",8,13,12101,4770,40.027995,-105.288126
"11874",8,13,12102,6466,40.029661,-105.270057
"11875",8,13,12103,3804,40.043271,-105.264615
"11876",8,13,12104,2538,40.049773,-105.287102
"11877",8,13,12105,5589,40.051252,-105.276993
"11878",8,13,12201,3388,40.009855,-105.286956
"11879",8,13,12202,5847,40.017855,-105.266696
"11880",8,13,12203,6081,40.032245,-105.247747
"11881",8,13,12204,3556,40.017087,-105.280125
"11882",8,13,12300,6196,40.008397,-105.266545
"11883",8,13,12401,5699,40.005083,-105.275505
"11884",8,13,12501,2451,39.993653,-105.228228
"11885",8,13,12505,4102,39.988663,-105.264185
"11886",8,13,12507,4202,39.992111,-105.251037
"11887",8,13,12508,2833,39.981031,-105.240495
"11888",8,13,12509,3247,39.977153,-105.252777
"11889",8,13,12510,4316,39.966551,-105.257785
"11890",8,13,12511,6265,39.995542,-105.242574
"11891",8,13,12603,3384,40.009625,-105.231991
"11892",8,13,12605,1529,40.009822,-105.254998
"11893",8,13,12607,4258,40.004591,-105.254215
"11894",8,13,12608,2239,40.003543,-105.242033
"11895",8,13,12701,5448,40.062833,-105.24772
"11896",8,13,12705,3507,40.060983,-105.209136
"11897",8,13,12707,2194,40.031284,-105.191824
"11898",8,13,12708,5123,40.064173,-105.189224
"11899",8,13,12709,1811,40.060496,-105.167432
"11900",8,13,12710,3685,39.995932,-105.198568
"11901",8,13,12800,10822,40.037364,-105.081026
"11902",8,13,12903,2195,40.005175,-105.121225
"11903",8,13,12904,5156,39.993281,-105.112803
"11904",8,13,12905,2481,39.995303,-105.096455
"11905",8,13,12907,2922,40.006709,-105.090636
"11906",8,13,13003,5452,39.996305,-105.146382
"11907",8,13,13004,3414,39.981214,-105.155222
"11908",8,13,13005,3084,39.980556,-105.139801
"11909",8,13,13006,5304,39.971156,-105.148601
"11910",8,13,13201,1531,40.222194,-105.118032
"11911",8,13,13202,1375,40.148357,-105.225248
"11912",8,13,13205,5078,40.096101,-105.162654
"11913",8,13,13207,4276,40.196608,-105.14044
"11914",8,13,13208,5755,40.181908,-105.141334
"11915",8,13,13210,5032,40.145377,-105.110305
"11916",8,13,13211,5612,40.132669,-105.107011
"11917",8,13,13212,4345,40.149215,-105.143287
"11918",8,13,13213,7271,40.144182,-105.161033
"11919",8,13,13302,5132,40.167785,-105.114605
"11920",8,13,13305,4859,40.197193,-105.123789
"11921",8,13,13306,4589,40.195789,-105.110012
"11922",8,13,13307,3604,40.180861,-105.124141
"11923",8,13,13308,3465,40.181248,-105.109227
"11924",8,13,13401,3275,40.168456,-105.094758
"11925",8,13,13402,7573,40.167916,-105.074991
"11926",8,13,13503,5478,40.182203,-105.095451
"11927",8,13,13505,3831,40.195601,-105.096988
"11928",8,13,13506,4058,40.194367,-105.084038
"11929",8,13,13507,3397,40.181842,-105.081814
"11930",8,13,13508,6575,40.184383,-105.067441
"11931",8,13,13601,3831,40.215652,-105.2632
"11932",8,13,13602,912,40.187387,-105.47542
"11933",8,13,13701,6334,40.071203,-105.337312
"11934",8,13,13702,5952,39.972701,-105.442367
"11935",8,13,60600,5325,39.941159,-105.153933
"11936",8,13,60700,3091,39.961007,-105.149213
"11937",8,13,60800,6107,39.98961,-105.081499
"11938",8,13,60900,4139,39.978093,-105.103202
"11939",8,13,61300,3417,39.935189,-105.156521
"11940",8,13,61400,3990,39.922813,-105.155244
"11941",8,14,30000,3378,39.918907,-105.079709
"11942",8,14,30100,2183,39.926294,-105.082592
"11943",8,14,30200,1672,39.910479,-105.068312
"11944",8,14,30300,3707,39.92424,-105.057348
"11945",8,14,30400,3789,39.937044,-105.060899
"11946",8,14,30500,5911,39.947764,-105.044374
"11947",8,14,30600,6166,39.935452,-105.02443
"11948",8,14,30700,2988,39.925263,-105.023762
"11949",8,14,30800,5420,39.922616,-105.043346
"11950",8,14,30900,5938,39.941194,-105.074131
"11951",8,14,31000,4841,39.951386,-105.025332
"11952",8,14,31100,2606,39.915793,-105.133148
"11953",8,14,31200,3059,39.932592,-105.102571
"11954",8,14,31300,1648,39.968056,-105.039912
"11955",8,14,31400,2583,39.995731,-105.033239
"11956",8,14,980100,0,39.957959,-105.102145
"11957",8,14,980200,0,39.964927,-105.07478
"11958",8,14,980300,0,39.954316,-105.115308
"11959",8,15,100,2541,38.53411,-105.992067
"11960",8,15,200,4305,38.527576,-106.008295
"11961",8,15,300,2909,38.582825,-106.087185
"11962",8,15,401,4531,38.841687,-106.173507
"11963",8,15,402,3523,38.826064,-106.118879
"11964",8,17,960600,1836,38.816795,-102.45777
"11965",8,19,14700,4959,39.690923,-105.460058
"11966",8,19,14800,1610,39.743438,-105.517032
"11967",8,19,14900,2519,39.736854,-105.674807
"11968",8,21,974800,3887,37.13039,-105.98044
"11969",8,21,974900,4369,37.253714,-105.996721
"11970",8,23,972600,1646,37.428203,-105.456713
"11971",8,23,972700,1878,37.153443,-105.441284
"11972",8,25,969600,5823,38.188547,-103.857439
"11973",8,27,970100,4255,38.134216,-105.381557
"11974",8,29,964600,4003,38.863723,-107.601173
"11975",8,29,964700,4092,38.837299,-107.970089
"11976",8,29,964800,3493,38.744744,-108.089742
"11977",8,29,964900,5805,38.733085,-108.024957
"11978",8,29,965000,5017,38.78557,-107.720203
"11979",8,29,965100,4078,38.727585,-108.068119
"11980",8,29,965200,4464,38.911339,-107.913847
"11981",8,31,102,3109,39.779128,-105.039282
"11982",8,31,201,3874,39.787871,-105.014957
"11983",8,31,202,3916,39.779462,-105.013777
"11984",8,31,301,5003,39.772823,-105.039517
"11985",8,31,302,4036,39.764101,-105.045981
"11986",8,31,303,4504,39.763978,-105.032297
"11987",8,31,401,3209,39.772915,-105.017857
"11988",8,31,402,5314,39.763257,-105.017072
"11989",8,31,501,1814,39.754652,-105.045185
"11990",8,31,502,5424,39.753253,-105.032702
"11991",8,31,600,2552,39.753517,-105.022045
"11992",8,31,701,4166,39.739194,-105.04672
"11993",8,31,702,5574,39.740221,-105.032122
"11994",8,31,800,1448,39.733371,-105.021043
"11995",8,31,902,5376,39.718612,-105.0463
"11996",8,31,903,6111,39.717573,-105.033216
"11997",8,31,904,5127,39.729992,-105.046799
"11998",8,31,905,3631,39.730514,-105.03294
"11999",8,31,1000,3941,39.715373,-105.018698
"12000",8,31,1101,2601,39.773168,-105.005121
"12001",8,31,1102,3115,39.763942,-105.006291
"12002",8,31,1301,4972,39.703928,-105.018942
"12003",8,31,1302,3926,39.70312,-105.006287
"12004",8,31,1401,5750,39.693547,-105.013362
"12005",8,31,1402,4070,39.685693,-105.016537
"12006",8,31,1403,2218,39.679282,-104.991035
"12007",8,31,1500,3687,39.780494,-104.985556
"12008",8,31,1600,7685,39.75902,-104.986389
"12009",8,31,1701,4350,39.752854,-105.000629
"12010",8,31,1702,3648,39.746718,-104.994045
"12011",8,31,1800,3209,39.732937,-104.996635
"12012",8,31,1901,2910,39.733903,-105.003156
"12013",8,31,1902,705,39.742581,-105.010669
"12014",8,31,2000,1577,39.732851,-104.990173
"12015",8,31,2100,4879,39.719387,-104.992935
"12016",8,31,2300,4831,39.756496,-104.967002
"12017",8,31,2402,1687,39.75088,-104.975674
"12018",8,31,2403,3338,39.753533,-104.979418
"12019",8,31,2601,3087,39.743782,-104.983108
"12020",8,31,2602,2736,39.744281,-104.97772
"12021",8,31,2701,4600,39.735396,-104.982434
"12022",8,31,2702,5323,39.730028,-104.980062
"12023",8,31,2703,4785,39.735589,-104.976527
"12024",8,31,2801,2583,39.724523,-104.978224
"12025",8,31,2802,4213,39.717159,-104.983838
"12026",8,31,2803,4158,39.716115,-104.976941
"12027",8,31,2901,2602,39.704902,-104.983562
"12028",8,31,2902,3791,39.702342,-104.976792
"12029",8,31,3001,5393,39.686304,-104.981034
"12030",8,31,3002,2553,39.673495,-104.980739
"12031",8,31,3003,3138,39.682783,-104.966057
"12032",8,31,3004,6237,39.671423,-104.965229
"12033",8,31,3101,1455,39.749186,-104.966361
"12034",8,31,3102,3389,39.742634,-104.965954
"12035",8,31,3201,4970,39.735521,-104.969866
"12036",8,31,3202,3001,39.735893,-104.962331
"12037",8,31,3203,3001,39.724346,-104.967092
"12038",8,31,3300,3099,39.729087,-104.949381
"12039",8,31,3401,2420,39.709991,-104.968115
"12040",8,31,3402,4485,39.698403,-104.964222
"12041",8,31,3500,6401,39.781791,-104.954228
"12042",8,31,3601,4651,39.766364,-104.966678
"12043",8,31,3602,4337,39.766455,-104.95011
"12044",8,31,3603,3106,39.75817,-104.95094
"12045",8,31,3701,2907,39.742358,-104.948891
"12046",8,31,3702,4357,39.736728,-104.954918
"12047",8,31,3703,2779,39.736148,-104.945453
"12048",8,31,3800,5589,39.719056,-104.947291
"12049",8,31,3901,4172,39.70504,-104.951165
"12050",8,31,3902,3892,39.690866,-104.951117
"12051",8,31,4002,3133,39.662392,-104.950679
"12052",8,31,4003,4121,39.659802,-104.930448
"12053",8,31,4004,1808,39.647323,-104.92136
"12054",8,31,4005,3002,39.680892,-104.951212
"12055",8,31,4006,4489,39.672685,-104.951492
"12056",8,31,4101,3648,39.76661,-104.930234
"12057",8,31,4102,4173,39.766261,-104.913972
"12058",8,31,4103,5093,39.756203,-104.93161
"12059",8,31,4104,4289,39.756638,-104.912465
"12060",8,31,4106,10138,39.760224,-104.873397
"12061",8,31,4107,3810,39.755433,-104.895944
"12062",8,31,4201,4481,39.745832,-104.931472
"12063",8,31,4202,4109,39.745731,-104.912569
"12064",8,31,4301,4469,39.732808,-104.935512
"12065",8,31,4302,2467,39.732923,-104.926604
"12066",8,31,4303,4067,39.719075,-104.930989
"12067",8,31,4304,5456,39.73272,-104.91388
"12068",8,31,4306,4807,39.717607,-104.912618
"12069",8,31,4403,4213,39.74448,-104.894134
"12070",8,31,4404,5978,39.736105,-104.892073
"12071",8,31,4405,7316,39.720917,-104.894324
"12072",8,31,4503,3974,39.700708,-105.04537
"12073",8,31,4504,3705,39.70761,-105.04629
"12074",8,31,4505,4357,39.707281,-105.032508
"12075",8,31,4506,3450,39.700807,-105.03209
"12076",8,31,4601,5415,39.689365,-105.045971
"12077",8,31,4602,7037,39.689406,-105.030929
"12078",8,31,4603,5327,39.674631,-105.032306
"12079",8,31,4700,6198,39.676043,-105.049579
"12080",8,31,4801,2858,39.661109,-105.047846
"12081",8,31,5001,2586,39.702835,-104.916778
"12082",8,31,5002,6612,39.698412,-104.907331
"12083",8,31,5102,3368,39.687194,-104.927021
"12084",8,31,5104,3111,39.684487,-104.936029
"12085",8,31,5200,3052,39.685763,-104.915327
"12086",8,31,5300,1206,39.672393,-104.935376
"12087",8,31,5502,1856,39.645388,-105.042331
"12088",8,31,5503,4644,39.633367,-105.039864
"12089",8,31,6701,2018,39.630977,-104.910073
"12090",8,31,6804,2184,39.629655,-104.889762
"12091",8,31,6809,6979,39.643019,-104.904057
"12092",8,31,6810,5207,39.645306,-104.888075
"12093",8,31,6811,5865,39.658523,-104.89497
"12094",8,31,6812,3108,39.659131,-104.911134
"12095",8,31,6813,3871,39.669901,-104.871744
"12096",8,31,6814,4703,39.658333,-104.876688
"12097",8,31,6901,5808,39.674233,-104.914357
"12098",8,31,7006,4464,39.656766,-104.858192
"12099",8,31,7013,3096,39.685887,-104.895429
"12100",8,31,7037,3763,39.70406,-104.87123
"12101",8,31,7088,4168,39.699242,-104.889851
"12102",8,31,7089,4725,39.705309,-104.882955
"12103",8,31,8304,3637,39.794246,-104.841399
"12104",8,31,8305,3963,39.794386,-104.828627
"12105",8,31,8306,5451,39.785214,-104.839991
"12106",8,31,8312,6825,39.777051,-104.826327
"12107",8,31,8386,4511,39.792512,-104.815337
"12108",8,31,8387,5961,39.783467,-104.818671
"12109",8,31,8388,6962,39.787269,-104.80185
"12110",8,31,8389,7516,39.790636,-104.74877
"12111",8,31,8390,7703,39.776639,-104.762963
"12112",8,31,8391,7020,39.775434,-104.744178
"12113",8,31,11902,6695,39.657835,-105.061936
"12114",8,31,11903,2194,39.665575,-105.075232
"12115",8,31,12001,2032,39.646512,-105.060065
"12116",8,31,12010,4995,39.62225,-105.07512
"12117",8,31,12014,6137,39.630732,-105.09812
"12118",8,31,15300,3832,39.702964,-104.927994
"12119",8,31,15400,3934,39.787375,-105.041016
"12120",8,31,15500,3313,39.694356,-104.935384
"12121",8,31,15600,6498,39.670991,-105.01975
"12122",8,31,15700,5535,39.66131,-105.032488
"12123",8,31,980000,1165,39.803221,-104.767105
"12124",8,31,980100,0,39.786619,-104.856595
"12125",8,33,100,2064,37.740817,-108.75741
"12126",8,35,13901,6540,39.537523,-104.731397
"12127",8,35,13904,3742,39.524884,-104.764954
"12128",8,35,13905,3733,39.512391,-104.751373
"12129",8,35,13907,4596,39.48948,-104.762635
"12130",8,35,13908,6306,39.454948,-104.730798
"12131",8,35,13909,6169,39.425726,-104.73033
"12132",8,35,13910,6263,39.505982,-104.739378
"12133",8,35,13911,6586,39.501526,-104.712013
"12134",8,35,14001,6242,39.558935,-104.795594
"12135",8,35,14005,4382,39.541222,-104.801451
"12136",8,35,14006,5205,39.505009,-104.799388
"12137",8,35,14007,2410,39.541351,-104.841118
"12138",8,35,14008,6637,39.526169,-104.803582
"12139",8,35,14009,3587,39.518232,-104.788393
"12140",8,35,14010,5466,39.535207,-104.787323
"12141",8,35,14011,1692,39.530912,-104.847795
"12142",8,35,14012,7440,39.448352,-104.828025
"12143",8,35,14013,3742,39.4227,-104.797316
"12144",8,35,14107,3718,39.559762,-104.974232
"12145",8,35,14108,4894,39.549653,-104.975501
"12146",8,35,14109,2259,39.546635,-104.957672
"12147",8,35,14110,5406,39.559308,-104.94886
"12148",8,35,14112,3834,39.548432,-104.919252
"12149",8,35,14113,2930,39.546283,-104.907589
"12150",8,35,14114,3517,39.555435,-104.894742
"12151",8,35,14115,4249,39.54344,-104.893949
"12152",8,35,14116,4440,39.546723,-104.876514
"12153",8,35,14122,6572,39.460143,-104.897604
"12154",8,35,14123,3087,39.422565,-104.882718
"12155",8,35,14124,5456,39.530376,-105.019543
"12156",8,35,14125,2579,39.498991,-104.886993
"12157",8,35,14126,1283,39.54397,-104.995062
"12158",8,35,14127,5220,39.481808,-104.907015
"12159",8,35,14128,4611,39.538101,-105.00257
"12160",8,35,14129,3740,39.532803,-104.992803
"12161",8,35,14130,7591,39.542406,-105.019347
"12162",8,35,14131,3283,39.557044,-105.01854
"12163",8,35,14132,5726,39.531403,-104.954692
"12164",8,35,14133,6346,39.539376,-104.980515
"12165",8,35,14134,5897,39.519825,-104.951877
"12166",8,35,14135,2412,39.509869,-104.993268
"12167",8,35,14136,8411,39.53515,-104.93414
"12168",8,35,14137,9410,39.52296,-104.927891
"12169",8,35,14138,2902,39.559368,-104.913443
"12170",8,35,14139,4052,39.553437,-104.933809
"12171",8,35,14140,5531,39.530657,-104.906622
"12172",8,35,14202,1845,39.41793,-105.007935
"12173",8,35,14203,6272,39.469929,-105.081155
"12174",8,35,14204,3188,39.479058,-105.066206
"12175",8,35,14300,730,39.285513,-105.139602
"12176",8,35,14403,5076,39.297923,-104.91045
"12177",8,35,14404,2323,39.249794,-104.978279
"12178",8,35,14405,7765,39.404771,-104.906958
"12179",8,35,14406,7382,39.389389,-104.896446
"12180",8,35,14503,5592,39.391106,-104.849771
"12181",8,35,14504,4647,39.367898,-104.844693
"12182",8,35,14505,4101,39.353032,-104.850129
"12183",8,35,14506,3435,39.276002,-104.837954
"12184",8,35,14602,2254,39.303732,-104.696639
"12185",8,35,14603,6739,39.3691,-104.808666
"12186",8,35,14604,4022,39.361692,-104.794997
"12187",8,37,100,1245,39.723094,-106.959009
"12188",8,37,200,6764,39.637688,-106.946861
"12189",8,37,301,5800,39.391509,-107.089321
"12190",8,37,302,2467,39.38416,-107.020525
"12191",8,37,401,5530,39.649863,-106.591022
"12192",8,37,402,4512,39.638959,-106.612483
"12193",8,37,403,8247,39.647278,-106.819109
"12194",8,37,501,977,39.626927,-106.540338
"12195",8,37,502,3231,39.612324,-106.4911
"12196",8,37,503,6445,39.640314,-106.53118
"12197",8,37,600,1398,39.561439,-106.414055
"12198",8,37,701,1270,39.62373,-106.418321
"12199",8,37,702,1479,39.635004,-106.312069
"12200",8,37,703,2832,39.638719,-106.397326
"12201",8,39,961100,2010,39.196719,-104.031589
"12202",8,39,961204,6687,39.505393,-104.589314
"12203",8,39,961205,1707,39.338227,-104.35948
"12204",8,39,961206,3412,39.402751,-104.636075
"12205",8,39,961207,3711,39.388705,-104.566915
"12206",8,39,961208,3208,39.329873,-104.596777
"12207",8,39,961209,2351,39.260168,-104.502687
"12208",8,41,101,5902,38.880112,-104.767882
"12209",8,41,102,3169,38.863404,-104.76719
"12210",8,41,202,4548,38.895813,-104.770246
"12211",8,41,203,3855,38.888914,-104.805015
"12212",8,41,301,2997,38.878689,-104.804194
"12213",8,41,302,3789,38.891374,-104.823555
"12214",8,41,400,2285,38.869364,-104.802156
"12215",8,41,500,1973,38.864884,-104.812837
"12216",8,41,600,3013,38.865122,-104.786254
"12217",8,41,700,3182,38.855388,-104.785431
"12218",8,41,800,2613,38.851414,-104.801833
"12219",8,41,900,2337,38.855074,-104.815192
"12220",8,41,1000,2303,38.859451,-104.823986
"12221",8,41,1101,1286,38.871734,-104.826069
"12222",8,41,1104,3156,38.866727,-104.840537
"12223",8,41,1301,2276,38.849216,-104.862702
"12224",8,41,1302,5068,38.855607,-104.854866
"12225",8,41,1400,3458,38.840916,-104.847223
"12226",8,41,1500,2368,38.840471,-104.83559
"12227",8,41,1600,3712,38.845204,-104.823296
"12228",8,41,1700,1564,38.844045,-104.814267
"12229",8,41,1800,1985,38.843676,-104.803576
"12230",8,41,1900,4326,38.845708,-104.783618
"12231",8,41,2000,6338,38.851263,-104.766148
"12232",8,41,2101,3672,38.833729,-104.784331
"12233",8,41,2102,4820,38.830169,-104.768917
"12234",8,41,2200,2737,38.830529,-104.812511
"12235",8,41,2300,1546,38.825969,-104.824571
"12236",8,41,2400,4589,38.83225,-104.861254
"12237",8,41,2501,3345,38.811597,-104.868287
"12238",8,41,2502,3804,38.808904,-104.848445
"12239",8,41,2700,2997,38.830495,-104.802381
"12240",8,41,2800,5595,38.815712,-104.789342
"12241",8,41,2900,5902,38.804114,-104.812188
"12242",8,41,3000,4555,38.808294,-104.831865
"12243",8,41,3100,4423,38.789881,-104.840502
"12244",8,41,3303,5405,38.782272,-104.802442
"12245",8,41,3305,6603,38.764886,-104.830463
"12246",8,41,3306,3064,38.728559,-104.835657
"12247",8,41,3307,3468,38.781147,-104.807684
"12248",8,41,3308,5845,38.771625,-104.806509
"12249",8,41,3400,3703,38.898642,-104.959892
"12250",8,41,3701,7513,39.097661,-104.889378
"12251",8,41,3702,5273,38.936982,-104.851757
"12252",8,41,3705,5533,38.938855,-104.841452
"12253",8,41,3706,4359,38.925194,-104.841765
"12254",8,41,3707,4242,38.928804,-104.875095
"12255",8,41,3708,2914,38.911915,-104.869056
"12256",8,41,3709,5971,38.910503,-104.849662
"12257",8,41,3801,2196,38.981895,-104.864117
