"","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE"
"5372",6,37,216800,3289,34.05562,-118.369743
"5373",6,37,216900,5060,34.050909,-118.363197
"5374",6,37,217001,2654,34.052734,-118.387033
"5375",6,37,217002,4977,34.050547,-118.380577
"5376",6,37,217100,5374,34.048756,-118.354152
"5377",6,37,217200,3905,34.049791,-118.342937
"5378",6,37,218110,3453,34.044685,-118.326921
"5379",6,37,218120,4530,34.043944,-118.320597
"5380",6,37,218210,4457,34.04289,-118.342588
"5381",6,37,218220,4358,34.04379,-118.336359
"5382",6,37,218300,5520,34.042156,-118.354245
"5383",6,37,218400,4714,34.037216,-118.358987
"5384",6,37,218500,2869,34.037844,-118.350944
"5385",6,37,218600,3142,34.037407,-118.342908
"5386",6,37,218701,2430,34.03785,-118.332408
"5387",6,37,218702,2176,34.032974,-118.332626
"5388",6,37,218800,2658,34.038114,-118.322772
"5389",6,37,218900,5464,34.032083,-118.323401
"5390",6,37,219010,2814,34.027798,-118.323173
"5391",6,37,219020,4798,34.022389,-118.322711
"5392",6,37,219300,3700,34.027961,-118.331721
"5393",6,37,219500,1737,34.020919,-118.341323
"5394",6,37,219700,4306,34.030109,-118.347977
"5395",6,37,219800,3310,34.029203,-118.355294
"5396",6,37,219901,5234,34.02944,-118.360536
"5397",6,37,219902,4113,34.030353,-118.366914
"5398",6,37,220000,5345,34.028429,-118.340551
"5399",6,37,220100,2334,34.02356,-118.363999
"5400",6,37,221110,3565,34.04575,-118.287488
"5401",6,37,221120,3373,34.042049,-118.28811
"5402",6,37,221210,3300,34.043448,-118.302937
"5403",6,37,221220,3378,34.04417,-118.294798
"5404",6,37,221302,4403,34.041778,-118.311714
"5405",6,37,221303,2551,34.045437,-118.3085
"5406",6,37,221304,3319,34.04532,-118.313591
"5407",6,37,221401,3359,34.032738,-118.312942
"5408",6,37,221402,2715,34.038558,-118.308153
"5409",6,37,221500,3507,34.034563,-118.304583
"5410",6,37,221601,3403,34.034535,-118.296047
"5411",6,37,221602,2816,34.038595,-118.292001
"5412",6,37,221710,2621,34.034656,-118.287795
"5413",6,37,221810,2773,34.030555,-118.292059
"5414",6,37,221820,3095,34.030443,-118.286749
"5415",6,37,221900,3664,34.027131,-118.289857
"5416",6,37,222001,3237,34.028241,-118.313409
"5417",6,37,222002,4655,34.021739,-118.313031
"5418",6,37,222100,3877,34.027328,-118.301368
"5419",6,37,222200,3965,34.030943,-118.301524
"5420",6,37,222500,4963,34.021944,-118.304085
"5421",6,37,222600,5631,34.021812,-118.295933
"5422",6,37,222700,3748,34.020501,-118.285664
"5423",6,37,224010,2433,34.03748,-118.266469
"5424",6,37,224020,2789,34.028711,-118.26786
"5425",6,37,224200,2392,34.041525,-118.276802
"5426",6,37,224310,2025,34.044044,-118.282659
"5427",6,37,224320,3224,34.042428,-118.280464
"5428",6,37,224410,3140,34.034198,-118.281165
"5429",6,37,224420,2369,34.0332,-118.276915
"5430",6,37,224600,3425,34.022237,-118.269449
"5431",6,37,224700,4856,34.02736,-118.28083
"5432",6,37,226001,2068,34.025561,-118.25482
"5433",6,37,226002,1604,34.036225,-118.247818
"5434",6,37,226410,3491,34.024029,-118.26262
"5435",6,37,226420,4906,34.02176,-118.25725
"5436",6,37,226700,6170,34.017477,-118.262143
"5437",6,37,227010,4662,34.019437,-118.249271
"5438",6,37,227020,3599,34.016392,-118.252393
"5439",6,37,228100,4916,34.008261,-118.245415
"5440",6,37,228210,3806,34.010257,-118.254062
"5441",6,37,228220,4389,34.006138,-118.251089
"5442",6,37,228310,4449,34.011076,-118.262015
"5443",6,37,228320,3219,34.007951,-118.262788
"5444",6,37,228410,3320,34.013738,-118.269411
"5445",6,37,228420,3150,34.008301,-118.271608
"5446",6,37,228500,5220,34.003548,-118.269009
"5447",6,37,228600,5049,34.003902,-118.261319
"5448",6,37,228710,4235,33.999922,-118.254291
"5449",6,37,228720,4492,33.999147,-118.25001
"5450",6,37,228800,5575,33.998775,-118.244917
"5451",6,37,228900,3216,33.992869,-118.243882
"5452",6,37,229100,4557,33.992543,-118.251817
"5453",6,37,229200,4394,33.998309,-118.260681
"5454",6,37,229300,5498,33.998057,-118.269798
"5455",6,37,229410,3343,33.992465,-118.270365
"5456",6,37,229420,4729,33.993275,-118.260599
"5457",6,37,231100,3350,34.014387,-118.275352
"5458",6,37,231210,3688,34.014538,-118.298029
"5459",6,37,231220,3824,34.01475,-118.293746
"5460",6,37,231300,5348,34.014787,-118.303822
"5461",6,37,231400,4688,34.014785,-118.313044
"5462",6,37,231500,4752,34.007094,-118.310866
"5463",6,37,231600,7110,34.007019,-118.297594
"5464",6,37,231710,4358,34.007362,-118.289222
"5465",6,37,231720,4966,34.007767,-118.28458
"5466",6,37,231800,5303,34.007564,-118.276937
"5467",6,37,231900,5968,33.999731,-118.277115
"5468",6,37,232110,3191,33.999918,-118.28932
"5469",6,37,232120,5263,33.999666,-118.284082
"5470",6,37,232200,3119,34.001811,-118.298217
"5471",6,37,232300,3926,33.997311,-118.298412
"5472",6,37,232400,6957,33.999444,-118.310702
"5473",6,37,232500,4619,33.99216,-118.310962
"5474",6,37,232600,6288,33.992152,-118.297898
"5475",6,37,232700,5895,33.992646,-118.28599
"5476",6,37,232800,3823,33.992669,-118.276851
"5477",6,37,234000,5335,34.011936,-118.3208
"5478",6,37,234200,2376,34.015858,-118.331033
"5479",6,37,234300,4098,34.00736,-118.327882
"5480",6,37,234501,2728,33.997655,-118.322587
"5481",6,37,234502,2698,34.001925,-118.323782
"5482",6,37,234600,5024,33.992351,-118.326546
"5483",6,37,234700,3888,33.987206,-118.327219
"5484",6,37,234800,3426,33.981779,-118.322245
"5485",6,37,234901,2999,33.982723,-118.328543
"5486",6,37,234902,4005,33.981997,-118.33371
"5487",6,37,235100,4520,33.985199,-118.345887
"5488",6,37,235201,2781,33.975033,-118.322143
"5489",6,37,235202,4557,33.973949,-118.330561
"5490",6,37,236000,4113,34.018181,-118.366386
"5491",6,37,236100,5265,34.012463,-118.342522
"5492",6,37,236202,6192,34.016464,-118.353053
"5493",6,37,236203,3417,34.018323,-118.347224
"5494",6,37,236204,3203,34.014765,-118.349474
"5495",6,37,236400,4113,34.006553,-118.350191
"5496",6,37,237101,3705,33.984463,-118.291406
"5497",6,37,237102,3254,33.985668,-118.28439
"5498",6,37,237201,3506,33.985823,-118.299092
"5499",6,37,237202,4388,33.985588,-118.308581
"5500",6,37,237300,5262,33.978448,-118.310794
"5501",6,37,237401,3616,33.978627,-118.294951
"5502",6,37,237402,3526,33.9785,-118.301311
"5503",6,37,237500,2675,33.979193,-118.28916
"5504",6,37,237600,4259,33.978635,-118.284374
"5505",6,37,237710,3887,33.972582,-118.286433
"5506",6,37,237720,3153,33.969196,-118.285485
"5507",6,37,237800,4371,33.971368,-118.298317
"5508",6,37,237900,3621,33.970769,-118.310859
"5509",6,37,238000,5864,33.947583,-118.309289
"5510",6,37,238100,4626,33.963781,-118.31042
"5511",6,37,238200,5267,33.963618,-118.298316
"5512",6,37,238310,4821,33.965929,-118.286664
"5513",6,37,238320,3787,33.96264,-118.286758
"5514",6,37,238400,4497,33.956228,-118.308507
"5515",6,37,239201,3562,33.985413,-118.27692
"5516",6,37,239202,4724,33.985008,-118.269515
"5517",6,37,239310,3996,33.978571,-118.277205
"5518",6,37,239320,3444,33.978719,-118.271738
"5519",6,37,239330,2879,33.978625,-118.267321
"5520",6,37,239501,3454,33.972802,-118.262523
"5521",6,37,239502,3372,33.969154,-118.262365
"5522",6,37,239601,3755,33.972851,-118.274793
"5523",6,37,239602,3313,33.969523,-118.274652
"5524",6,37,239701,4261,33.966052,-118.274805
"5525",6,37,239702,3927,33.962486,-118.274683
"5526",6,37,239801,3412,33.966104,-118.263103
"5527",6,37,239802,4902,33.96257,-118.263188
"5528",6,37,240010,3673,33.958218,-118.262848
"5529",6,37,240020,5055,33.954358,-118.263902
"5530",6,37,240200,5252,33.955884,-118.27549
"5531",6,37,240300,5691,33.956067,-118.286493
"5532",6,37,240401,5383,33.950021,-118.286198
"5533",6,37,240402,3854,33.944669,-118.285679
"5534",6,37,240500,5655,33.947159,-118.275226
"5535",6,37,240600,4932,33.946654,-118.268751
"5536",6,37,240700,6161,33.947289,-118.259569
"5537",6,37,240800,4377,33.93989,-118.26191
"5538",6,37,240900,5620,33.934225,-118.262131
"5539",6,37,241001,4285,33.929514,-118.26643
"5540",6,37,241002,3606,33.92506,-118.262206
"5541",6,37,241110,3074,33.93726,-118.271603
"5542",6,37,241120,4564,33.936419,-118.276566
"5543",6,37,241201,2898,33.940271,-118.285845
"5544",6,37,241202,4943,33.934062,-118.285451
"5545",6,37,241300,2313,33.925613,-118.2862
"5546",6,37,241400,3285,33.924992,-118.274788
"5547",6,37,242000,3938,33.939153,-118.250138
"5548",6,37,242100,2714,33.945707,-118.233773
"5549",6,37,242200,6554,33.948879,-118.23923
"5550",6,37,242300,4586,33.949432,-118.246018
"5551",6,37,242600,4409,33.931954,-118.249995
"5552",6,37,242700,5273,33.935596,-118.242222
"5553",6,37,243000,6769,33.939325,-118.233646
"5554",6,37,243100,5350,33.932775,-118.234594
"5555",6,37,261101,3499,34.113594,-118.394959
"5556",6,37,261102,4362,34.112367,-118.426409
"5557",6,37,261200,4341,34.11311,-118.442809
"5558",6,37,262100,3586,34.095203,-118.451926
"5559",6,37,262200,4675,34.09883,-118.469454
"5560",6,37,262301,2744,34.102535,-118.490511
"5561",6,37,262302,2818,34.071699,-118.477245
"5562",6,37,262303,3290,34.066402,-118.485914
"5563",6,37,262400,3233,34.075181,-118.504653
"5564",6,37,262501,3662,34.049314,-118.521308
"5565",6,37,262601,3660,34.074244,-118.557602
"5566",6,37,262604,6092,34.050762,-118.547244
"5567",6,37,262704,3567,34.043702,-118.539726
"5568",6,37,262706,3563,34.039285,-118.52572
"5569",6,37,262802,3759,34.040392,-118.510009
"5570",6,37,264000,3358,34.055072,-118.479712
"5571",6,37,264102,2873,34.059197,-118.468903
"5572",6,37,264103,2319,34.055603,-118.466133
"5573",6,37,264301,4646,34.050936,-118.464224
"5574",6,37,264302,5683,34.047626,-118.471607
"5575",6,37,265100,2489,34.070891,-118.432068
"5576",6,37,265201,2608,34.065603,-118.436316
"5577",6,37,265202,3611,34.061597,-118.440082
"5578",6,37,265301,9344,34.073083,-118.452348
"5579",6,37,265303,4523,34.067583,-118.453552
"5580",6,37,265304,3570,34.067961,-118.451115
"5581",6,37,265305,4082,34.064212,-118.449692
"5582",6,37,265410,1576,34.065993,-118.463626
"5583",6,37,265420,1811,34.070141,-118.459312
"5584",6,37,265510,4234,34.055653,-118.443442
"5585",6,37,265520,4561,34.051245,-118.441564
"5586",6,37,265601,2890,34.055956,-118.432506
"5587",6,37,265602,3042,34.060779,-118.43439
"5588",6,37,265700,4720,34.062902,-118.426565
"5589",6,37,267100,6087,34.052742,-118.425375
"5590",6,37,267200,5927,34.04667,-118.436836
"5591",6,37,267300,3680,34.044908,-118.44976
"5592",6,37,267402,4580,34.042063,-118.465594
"5593",6,37,267403,3011,34.047608,-118.456741
"5594",6,37,267404,2806,34.04642,-118.461101
"5595",6,37,267501,5379,34.041103,-118.456122
"5596",6,37,267502,3243,34.038112,-118.461624
"5597",6,37,267600,2549,34.0357,-118.451636
"5598",6,37,267700,2990,34.040661,-118.446286
"5599",6,37,267800,2917,34.039969,-118.430614
"5600",6,37,267901,2428,34.055455,-118.410213
"5601",6,37,267902,3375,34.048179,-118.419658
"5602",6,37,269000,5138,34.041679,-118.403645
"5603",6,37,269100,4359,34.053444,-118.394402
"5604",6,37,269300,3885,34.038619,-118.415063
"5605",6,37,269500,4043,34.043479,-118.393541
"5606",6,37,269601,3413,34.041004,-118.379993
"5607",6,37,269602,3252,34.042412,-118.384354
"5608",6,37,269700,4085,34.03601,-118.387274
"5609",6,37,269800,3458,34.031806,-118.39638
"5610",6,37,269903,3650,34.021027,-118.406526
"5611",6,37,269904,3902,34.027571,-118.411749
"5612",6,37,269905,2423,34.022142,-118.402699
"5613",6,37,269906,2878,34.024917,-118.403366
"5614",6,37,269907,2761,34.02767,-118.406076
"5615",6,37,270100,4412,34.026827,-118.398221
"5616",6,37,270200,3761,34.033566,-118.380486
"5617",6,37,270300,2364,34.039911,-118.369779
"5618",6,37,271100,2449,34.033985,-118.427489
"5619",6,37,271200,2525,34.031945,-118.441279
"5620",6,37,271300,4506,34.025916,-118.442205
"5621",6,37,271400,3391,34.010027,-118.44721
"5622",6,37,271500,2937,34.017037,-118.438338
"5623",6,37,271600,4475,34.022137,-118.430528
"5624",6,37,271701,5850,34.026445,-118.417764
"5625",6,37,271702,4134,34.024679,-118.425648
"5626",6,37,271801,3635,34.015955,-118.418104
"5627",6,37,271802,5911,34.019626,-118.412038
"5628",6,37,271901,3087,34.013899,-118.423394
"5629",6,37,271902,3877,34.009417,-118.430947
"5630",6,37,272100,4354,34.003686,-118.441963
"5631",6,37,272201,2411,34.000342,-118.434637
"5632",6,37,272202,3378,33.998329,-118.438438
"5633",6,37,272301,2941,34.005062,-118.422258
"5634",6,37,272302,4074,34.001984,-118.427025
"5635",6,37,273100,2197,34.003049,-118.460113
"5636",6,37,273200,3711,33.997286,-118.467367
"5637",6,37,273300,3695,33.995748,-118.472003
"5638",6,37,273402,3172,33.993296,-118.477424
"5639",6,37,273502,2884,33.988071,-118.469779
"5640",6,37,273600,2413,33.993582,-118.460106
"5641",6,37,273700,2801,33.998226,-118.452675
"5642",6,37,273800,3107,33.992304,-118.452274
"5643",6,37,273902,4227,33.984321,-118.464596
"5644",6,37,274100,4418,33.98628,-118.447125
"5645",6,37,274202,4337,33.973924,-118.460258
"5646",6,37,275101,1177,33.999566,-118.40414
"5647",6,37,275102,4226,33.997162,-118.410781
"5648",6,37,275200,3887,33.995996,-118.420491
"5649",6,37,275302,4775,33.983898,-118.434048
"5650",6,37,275311,4993,33.9893,-118.424044
"5651",6,37,275400,3349,33.990683,-118.439211
"5652",6,37,275500,5207,33.992128,-118.412762
"5653",6,37,275602,6470,33.974198,-118.424769
"5654",6,37,275603,2711,33.986741,-118.407949
"5655",6,37,276000,5396,33.967495,-118.389294
"5656",6,37,276100,5592,33.975099,-118.374944
"5657",6,37,276400,4009,33.966553,-118.409576
"5658",6,37,276500,5063,33.967241,-118.417979
"5659",6,37,276601,3838,33.961378,-118.432661
"5660",6,37,276603,5252,33.955948,-118.437475
"5661",6,37,276604,3983,33.957162,-118.424408
"5662",6,37,277000,5395,33.969889,-118.400173
"5663",6,37,277100,3004,33.965309,-118.378696
"5664",6,37,277200,2490,33.956292,-118.383161
"5665",6,37,277400,1533,33.948176,-118.373195
"5666",6,37,278001,2458,33.958213,-118.398124
"5667",6,37,278102,3158,33.958307,-118.44746
"5668",6,37,291110,3510,33.919874,-118.286475
"5669",6,37,291120,2210,33.913514,-118.289503
"5670",6,37,291130,3582,33.902082,-118.288658
"5671",6,37,291210,4967,33.88648,-118.287895
"5672",6,37,291220,3353,33.879002,-118.287425
"5673",6,37,291300,2601,33.8628,-118.298949
"5674",6,37,292000,6543,33.842505,-118.305757
"5675",6,37,293201,6629,33.830931,-118.304741
"5676",6,37,293202,6742,33.821696,-118.304202
"5677",6,37,293301,2805,33.811154,-118.30356
"5678",6,37,293302,4720,33.800025,-118.303791
"5679",6,37,293304,4178,33.792571,-118.303809
"5680",6,37,293306,2189,33.782896,-118.304099
"5681",6,37,293307,2306,33.786799,-118.303485
"5682",6,37,294110,4140,33.799128,-118.260894
"5683",6,37,294120,2370,33.792868,-118.247499
"5684",6,37,294200,4951,33.794638,-118.268931
"5685",6,37,294301,2448,33.794602,-118.277861
"5686",6,37,294302,4754,33.784334,-118.277285
"5687",6,37,294410,4579,33.793317,-118.290896
"5688",6,37,294421,2950,33.791623,-118.298172
"5689",6,37,294510,4214,33.78624,-118.271858
"5690",6,37,294520,3564,33.786436,-118.265963
"5691",6,37,294610,4065,33.786109,-118.2581
"5692",6,37,294620,4219,33.786793,-118.248273
"5693",6,37,294701,3019,33.781081,-118.25617
"5694",6,37,294810,3991,33.779525,-118.271487
"5695",6,37,294820,3579,33.780027,-118.266187
"5696",6,37,294830,3707,33.774614,-118.269717
"5697",6,37,294900,3265,33.775748,-118.276573
"5698",6,37,295103,4875,33.763059,-118.303266
"5699",6,37,296210,3019,33.746313,-118.283866
"5700",6,37,296220,4307,33.741735,-118.284008
"5701",6,37,296300,4221,33.755033,-118.302966
"5702",6,37,296401,3191,33.742191,-118.314357
"5703",6,37,296402,3091,33.745611,-118.303904
"5704",6,37,296500,3910,33.747401,-118.293716
"5705",6,37,296600,5218,33.739925,-118.29229
"5706",6,37,296901,4127,33.730184,-118.292807
"5707",6,37,296902,3851,33.734627,-118.295766
"5708",6,37,297000,5343,33.733284,-118.306841
"5709",6,37,297110,4679,33.734274,-118.28409
"5710",6,37,297120,3315,33.728228,-118.285066
"5711",6,37,297201,3475,33.724952,-118.291254
"5712",6,37,297202,3423,33.724625,-118.298939
"5713",6,37,297300,2374,33.723211,-118.307866
"5714",6,37,297400,3603,33.724603,-118.321036
"5715",6,37,297500,5163,33.717882,-118.301073
"5716",6,37,297601,2594,33.711595,-118.287983
"5717",6,37,297602,3503,33.716228,-118.290248
"5718",6,37,300100,6002,34.238639,-118.236528
"5719",6,37,300200,5546,34.228841,-118.240158
"5720",6,37,300301,6140,34.241232,-118.255886
"5721",6,37,300400,5740,34.22902,-118.255875
"5722",6,37,300501,3868,34.220655,-118.241417
"5723",6,37,300502,6026,34.210936,-118.228067
"5724",6,37,300600,8053,34.211348,-118.239036
"5725",6,37,300701,6144,34.191658,-118.238825
"5726",6,37,300702,5604,34.172424,-118.249611
"5727",6,37,300800,6947,34.184907,-118.223666
"5728",6,37,300901,6463,34.169687,-118.20848
"5729",6,37,300902,1998,34.152763,-118.21062
"5730",6,37,301000,4841,34.156559,-118.232287
"5731",6,37,301100,6491,34.162033,-118.248774
"5732",6,37,301203,4368,34.166166,-118.260711
"5733",6,37,301204,4990,34.16177,-118.260306
"5734",6,37,301205,2209,34.168225,-118.272866
"5735",6,37,301206,5363,34.162963,-118.270267
"5736",6,37,301300,2016,34.174337,-118.271729
"5737",6,37,301400,3865,34.180891,-118.284131
"5738",6,37,301501,1902,34.176255,-118.288314
"5739",6,37,301502,6908,34.173257,-118.289422
"5740",6,37,301601,6198,34.169646,-118.291011
"5741",6,37,301602,3908,34.16232,-118.299252
"5742",6,37,301701,2849,34.158811,-118.273484
"5743",6,37,301702,5556,34.151048,-118.268315
"5744",6,37,301801,4079,34.154771,-118.261186
"5745",6,37,301802,3578,34.149468,-118.261408
"5746",6,37,301900,7810,34.154349,-118.247669
"5747",6,37,302002,3532,34.15005,-118.250541
"5748",6,37,302003,3578,34.148901,-118.243663
"5749",6,37,302004,4214,34.149012,-118.238623
"5750",6,37,302102,6439,34.135964,-118.235844
"5751",6,37,302103,5504,34.142598,-118.237975
"5752",6,37,302104,3917,34.145021,-118.231783
"5753",6,37,302201,3856,34.144568,-118.2469
"5754",6,37,302202,5254,34.140473,-118.247653
"5755",6,37,302301,3790,34.144717,-118.263899
"5756",6,37,302302,4895,34.139901,-118.260487
"5757",6,37,302401,5944,34.133414,-118.258709
"5758",6,37,302503,4330,34.137501,-118.246672
"5759",6,37,302504,4234,34.135241,-118.248174
"5760",6,37,302505,3749,34.128128,-118.252251
"5761",6,37,302506,3534,34.130892,-118.246205
"5762",6,37,310100,5849,34.205306,-118.316163
"5763",6,37,310201,5466,34.190641,-118.30492
"5764",6,37,310202,4985,34.185665,-118.297863
"5765",6,37,310300,2987,34.199728,-118.318417
"5766",6,37,310400,3379,34.202185,-118.332983
"5767",6,37,310501,3205,34.194635,-118.340568
"5768",6,37,310601,5716,34.194607,-118.326726
"5769",6,37,310602,2655,34.192655,-118.319056
"5770",6,37,310701,2361,34.18734,-118.309987
"5771",6,37,310702,7104,34.182,-118.304638
"5772",6,37,310703,5114,34.178702,-118.298927
"5773",6,37,310800,4909,34.172324,-118.323566
"5774",6,37,310900,6870,34.181461,-118.331017
"5775",6,37,311000,3755,34.184074,-118.343085
"5776",6,37,311100,3897,34.183769,-118.354062
"5777",6,37,311200,3138,34.172194,-118.352851
"5778",6,37,311300,3811,34.174259,-118.343274
"5779",6,37,311400,2274,34.162716,-118.350033
"5780",6,37,311500,5633,34.164299,-118.338127
"5781",6,37,311600,7249,34.154188,-118.342874
"5782",6,37,311700,6137,34.162597,-118.320259
"5783",6,37,311801,3033,34.166187,-118.306739
"5784",6,37,311802,3813,34.171494,-118.311613
"5785",6,37,320000,0,34.13876,-118.350932
"5786",6,37,320100,7144,34.296494,-118.42996
"5787",6,37,320201,3756,34.28739,-118.44038
"5788",6,37,320202,5797,34.290422,-118.435571
"5789",6,37,320300,6948,34.281519,-118.446699
"5790",6,37,400204,6454,34.131968,-117.763383
"5791",6,37,400205,3204,34.140127,-117.708494
"5792",6,37,400206,5328,34.126538,-117.715268
"5793",6,37,400207,4798,34.133442,-117.776934
"5794",6,37,400302,3016,34.112824,-117.78968
"5795",6,37,400304,6714,34.107576,-117.799926
"5796",6,37,400402,4125,34.132892,-117.831873
"5797",6,37,400403,3815,34.125392,-117.798071
"5798",6,37,400404,4453,34.143086,-117.837424
"5799",6,37,400501,2126,34.151848,-117.860431
"5800",6,37,400602,4719,34.139565,-117.908019
"5801",6,37,400603,5249,34.148746,-117.912984
"5802",6,37,400604,2980,34.144669,-117.903797
"5803",6,37,400800,3967,34.133573,-117.888219
"5804",6,37,400900,4086,34.134717,-117.877056
"5805",6,37,401001,3140,34.141444,-117.852763
"5806",6,37,401002,3973,34.141395,-117.865768
"5807",6,37,401101,5663,34.128954,-117.855595
"5808",6,37,401102,3101,34.130697,-117.866554
"5809",6,37,401201,3110,34.124726,-117.830612
"5810",6,37,401202,4371,34.11179,-117.839013
"5811",6,37,401203,5216,34.11122,-117.855104
"5812",6,37,401303,2199,34.070794,-117.822337
"5813",6,37,401304,5642,34.081683,-117.829381
"5814",6,37,401311,6521,34.112833,-117.81401
"5815",6,37,401312,5575,34.099682,-117.830701
"5816",6,37,401500,5572,34.098475,-117.774136
"5817",6,37,401601,5034,34.116737,-117.763697
"5818",6,37,401602,5282,34.105462,-117.763466
"5819",6,37,401603,2913,34.110877,-117.777393
"5820",6,37,401701,4137,34.112715,-117.743656
"5821",6,37,401703,4176,34.103607,-117.751591
"5822",6,37,401704,5828,34.101175,-117.741713
"5823",6,37,401800,7378,34.114511,-117.718062
"5824",6,37,401901,4610,34.10217,-117.70876
"5825",6,37,401902,5711,34.100144,-117.725544
"5826",6,37,402001,3080,34.087216,-117.725983
"5827",6,37,402002,3913,34.087517,-117.713995
"5828",6,37,402101,4623,34.085767,-117.733416
"5829",6,37,402102,4815,34.085059,-117.745298
"5830",6,37,402200,6584,34.079538,-117.761903
"5831",6,37,402301,5454,34.067421,-117.77022
"5832",6,37,402303,3996,34.066527,-117.756179
"5833",6,37,402304,3848,34.06216,-117.767677
"5834",6,37,402402,7076,34.051504,-117.784039
"5835",6,37,402403,5381,34.052914,-117.809065
"5836",6,37,402404,1945,34.059827,-117.818861
"5837",6,37,402405,3006,34.066231,-117.792973
"5838",6,37,402406,4776,34.066581,-117.782465
"5839",6,37,402501,5577,34.054033,-117.765504
"5840",6,37,402502,7225,34.047847,-117.760138
"5841",6,37,402600,7453,34.068751,-117.743013
"5842",6,37,402702,6313,34.0645,-117.728054
"5843",6,37,402703,4686,34.077918,-117.724795
"5844",6,37,402705,3328,34.071825,-117.731029
"5845",6,37,402706,3945,34.071173,-117.720361
"5846",6,37,402801,5170,34.054241,-117.73804
"5847",6,37,402803,3436,34.047853,-117.744852
"5848",6,37,402804,4085,34.047632,-117.735696
"5849",6,37,402902,6445,34.033764,-117.745086
"5850",6,37,402903,4138,34.039389,-117.735439
"5851",6,37,402904,3603,34.029473,-117.735917
"5852",6,37,403000,6835,34.037855,-117.756853
"5853",6,37,403200,391,34.039857,-117.807891
"5854",6,37,403303,2523,33.997592,-117.857791
"5855",6,37,403304,5178,33.989524,-117.853807
"5856",6,37,403305,2100,33.978369,-117.849329
"5857",6,37,403312,5160,34.017497,-117.827973
"5858",6,37,403316,6783,34.03213,-117.797925
"5859",6,37,403317,4721,34.036983,-117.782179
"5860",6,37,403318,6243,34.032,-117.768549
"5861",6,37,403319,4260,34.009371,-117.813247
"5862",6,37,403320,5573,34.003881,-117.795754
"5863",6,37,403321,6034,34.020149,-117.79476
"5864",6,37,403322,3808,33.988772,-117.834777
"5865",6,37,403323,5356,33.996422,-117.822066
"5866",6,37,403324,6804,33.98648,-117.814653
"5867",6,37,403325,4795,33.970192,-117.841162
"5868",6,37,403401,5038,34.013874,-117.871659
"5869",6,37,403402,3322,34.019072,-117.856599
"5870",6,37,403403,5140,34.03208,-117.840261
"5871",6,37,403404,2521,34.027076,-117.856278
"5872",6,37,403405,1631,34.052697,-117.846911
"5873",6,37,403406,2796,34.0443,-117.854422
"5874",6,37,403407,2132,34.037589,-117.867369
"5875",6,37,403408,6576,34.025149,-117.882872
"5876",6,37,403500,1628,34.064298,-117.859914
"5877",6,37,403600,6672,34.077223,-117.8673
"5878",6,37,403702,3794,34.090216,-117.859075
"5879",6,37,403703,4748,34.094051,-117.84661
"5880",6,37,403721,4998,34.096174,-117.878734
"5881",6,37,403722,5734,34.08771,-117.873001
"5882",6,37,403801,6212,34.103208,-117.867247
"5883",6,37,403802,5553,34.102991,-117.846076
"5884",6,37,403901,3110,34.121724,-117.874785
"5885",6,37,403902,4806,34.111762,-117.87278
"5886",6,37,404000,4474,34.112928,-117.885488
"5887",6,37,404100,6445,34.114255,-117.894585
"5888",6,37,404201,3711,34.126801,-117.89546
"5889",6,37,404202,3366,34.125448,-117.885455
"5890",6,37,404301,5665,34.127291,-117.904126
"5891",6,37,404302,2498,34.117966,-117.903637
"5892",6,37,404401,3979,34.1287,-117.913469
"5893",6,37,404402,5107,34.119216,-117.915574
"5894",6,37,404501,2355,34.109836,-117.920632
"5895",6,37,404503,2977,34.110892,-117.911476
"5896",6,37,404504,5266,34.110405,-117.90356
"5897",6,37,404600,1422,34.106266,-117.944129
"5898",6,37,404701,5873,34.073054,-117.994161
"5899",6,37,404702,5882,34.071286,-117.985628
"5900",6,37,404703,3178,34.064525,-117.990537
"5901",6,37,404801,7305,34.079274,-117.976985
"5902",6,37,404802,4335,34.072974,-117.969905
"5903",6,37,404803,1741,34.066972,-117.966567
"5904",6,37,404901,5658,34.095228,-117.975005
"5905",6,37,404902,3973,34.087029,-117.97907
"5906",6,37,404903,2905,34.087571,-117.972677
"5907",6,37,405001,6170,34.102553,-117.96395
"5908",6,37,405002,3197,34.102272,-117.948655
"5909",6,37,405101,5304,34.095688,-117.961615
"5910",6,37,405102,5069,34.089468,-117.963391
"5911",6,37,405201,5205,34.084196,-117.951404
"5912",6,37,405202,5227,34.080434,-117.963831
"5913",6,37,405203,3484,34.076656,-117.956978
"5914",6,37,405301,3349,34.086971,-117.940161
"5915",6,37,405302,5351,34.076439,-117.944389
"5916",6,37,405400,4795,34.092085,-117.931422
"5917",6,37,405500,6808,34.078831,-117.928328
"5918",6,37,405600,5428,34.079087,-117.915785
"5919",6,37,405701,3853,34.094896,-117.920897
"5920",6,37,405702,4854,34.092574,-117.912649
"5921",6,37,405800,5881,34.102902,-117.913816
"5922",6,37,405900,4049,34.102964,-117.890478
"5923",6,37,406000,5059,34.093703,-117.90135
"5924",6,37,406101,3139,34.090708,-117.891835
"5925",6,37,406102,5828,34.081938,-117.888231
"5926",6,37,406200,5678,34.078169,-117.901787
"5927",6,37,406300,5532,34.062742,-117.878556
"5928",6,37,406402,2076,34.058084,-117.900722
"5929",6,37,406411,2126,34.069534,-117.899236
